image_id,source,prompt,evaluation_seed,case_number
241124,coco-30k,A young man has his foot placed on a pole while another looks on. ,63592,2940
400658,coco-30k,a bike sitting by a pole in a narrow alley,82698,2941
267521,coco-30k,An American Airlines jet plane parked near a terminal.,68362,2942
266400,coco-30k,a row of motorcycles parked on a city street,28502,2943
237735,coco-30k,A sleek gray plane flying through a cloudy sky.,6115,2944
437898,coco-30k,A medium sized home kitchen with wood cabinets.,64515,2945
459400,coco-30k,A person lying down by an open toilet! ,39869,2946
505447,coco-30k,A plate that is flying in the air during the day.,15750,2947
32992,coco-30k,A picture of a wooden container with crosses on it.,85367,2948
154589,coco-30k,A woman standing in a kitchen with a dog.,99337,2949
232348,coco-30k,Toaster and blender plugged in on a kitchen counter.,20723,2950
107123,coco-30k,"Bathroom with white pedestal sink, bathtub and shower, and commode.",30541,2951
102331,coco-30k,A person on a motorcycle in the dirt doing tricks. ,47581,2952
196793,coco-30k,A full view of a bathroom with the shower and sink. ,82096,2953
339588,coco-30k,A kitchen with a stove and a microwave.,89196,2954
492878,coco-30k,A bathroom sink and its reflection in the mirror.,77730,2955
451234,coco-30k,People walking down a sidewalk passing Chinese restaurants.,618,2956
487631,coco-30k,Photo taken from inside a car showing lamb in the street.,1028,2957
177069,coco-30k,Man lounging on a boat giving a thumb up.,64582,2958
344561,coco-30k,a bathroom with two sinks and a mirror ,43340,2959
533201,coco-30k,a jumbo jet sits parked in an airport ,38069,2960
29224,coco-30k,a toilet sits in front of a bath tub,67791,2961
440284,coco-30k,Three young men are standing next to four bicycles.,82717,2962
471642,coco-30k,Passengers getting on and off of a tram at the station. ,91589,2963
32456,coco-30k,A giraffe and a zebra are on the grass near trees & cars. ,54840,2964
478093,coco-30k,A white air plane flying in the air with its landing gear.,41481,2965
507879,coco-30k,A dark picture of a toilet with a small roll of toilet paper on the back of the tank.,65698,2966
174871,coco-30k,A photograph of a cat and mouse on top of a dog.,21047,2967
214046,coco-30k,A picture of an older man cutting a turkey on the counter.,33578,2968
81210,coco-30k,A young couple sharing an umbrella in pouring rain.,74673,2969
497002,coco-30k,Two people are standing in a kitchen talking about a phone,97366,2970
365556,coco-30k,A window shot of a plane in the air with another plane present. ,35233,2971
320098,coco-30k,A shelving unit containing items next to a vegetable rack.,20083,2972
277073,coco-30k,Two people are on a bike together traveling down the road. ,34362,2973
545114,coco-30k,A man dressed in a helmet and goggles indoors has a goofy smile on and his hand raised. ,40767,2974
435387,coco-30k,Two individuals wearing the same thing sitting on a bench.,55325,2975
559440,coco-30k,"very small bath with stand-up shower, commode and sink",32877,2976
323760,coco-30k,A toilet is shown in a bare room.,53823,2977
59973,coco-30k,There is a lovely bathroom with a full-size sunken Jacuzzi.,9496,2978
301453,coco-30k,"Two men are crouched down, working on a motorcycle",83798,2979
240501,coco-30k,"A bathroom with a shower, toilet, and sink.",17448,2980
235833,coco-30k,A toilet is shown against a wall with wires.,79885,2981
42968,coco-30k,A plane is somewhat distant away from the green grass. ,52295,2982
245764,coco-30k,A cat sits on the edge of a toilet.,49251,2983
162939,coco-30k,A plane is parked near the pretty blue ocean. ,63,2984
58472,coco-30k,"A bathroom with blue walls, a white commode and a contemporary white sink without faucets.",77023,2985
283131,coco-30k,"Doorway view into bathroom area with sink, toilet and tub.",12752,2986
526767,coco-30k,A bathroom with a stall shower and a white sink basin.,99890,2987
362343,coco-30k,A busy road with people on bikes and in vehicles is shown.,70744,2988
412963,coco-30k,A dog rides on the back of a sheep.,1026,2989
201555,coco-30k,A sign is displayed next to piles of sand.,60243,2990
480985,coco-30k,The shiny motorcycle has been put on display.,32547,2991
465357,coco-30k,The apples on the table are being peeled.,61841,2992
459487,coco-30k,Two sheep graze in a valley near a small town.,57760,2993
24790,coco-30k,A plane has its wings folded up towards the body.,96496,2994
345027,coco-30k,A scooter and tiny truck at a beach dry dock.,24663,2995
430525,coco-30k,Two women are sitting on benches and one has a purse and shopping bag beside her.,94962,2996
305101,coco-30k,a railroad crossing and some cars and trees,11658,2997
435569,coco-30k,a zebra a giraffe and some birds by some water,21145,2998
520910,coco-30k,A lady is standing in pastel colored bathroom in front of the bathtub and there are christmas lights hanging up outside of the doorway. ,76683,2999
519569,coco-30k,a kitchen with a refrigerator a counter with chairs,38570,3000
486488,coco-30k,A public bathroom stall with a toilet and trashcan.,47977,3001
397133,coco-30k,A man is in a kitchen making pizzas.,48528,3002
483767,coco-30k,a air plane that is a model conected to a pole.,60175,3003
173379,coco-30k,Four apples sitting in a bowl viewed from above.,84270,3004
287830,coco-30k,A couple of planes that are out in the airport.,93992,3005
480951,coco-30k,Cars and traffic signals light up the streets at night around a busy intersection.,38035,3006
131504,coco-30k,A BRICK TOWER WITH A BIG CLOCK IN THE MIDDLE OF IT.,83217,3007
204448,coco-30k,"A kitchen complete with a microwave, sink, and dishwasher.",18232,3008
217846,coco-30k,a taillight is in a rear view mirror and some cars,89172,3009
106120,coco-30k,A small bathroom stall with a toilet and wash basin.,24905,3010
362127,coco-30k,Elegant marbled bathroom with blinds and toiletries with mirror,91625,3011
113801,coco-30k,Airplane with vintage bus in front of air plane hangar,69197,3012
465545,coco-30k,Bathroom with wood trim and toiletries with window,77113,3013
100234,coco-30k,a blue boat in the water and a factory and a dock,8063,3014
10428,coco-30k,A sink is shown in front of a frame covered wall.,20458,3015
388829,coco-30k,Woman and her dog tends to the herd of sheep,66553,3016
71123,coco-30k,A large jumbo jet with huge wings is on the runway.,60194,3017
38314,coco-30k,A couple of sinks and some toilet in a room.,56606,3018
308907,coco-30k,A corner of street with a building showing a bowling pin.,1374,3019
321522,coco-30k,"Outside view of a cafe', and shot of old oven and fridge",94893,3020
271565,coco-30k,People on motorcycles riding pass parked cars on the street,97654,3021
446651,coco-30k,Young girl with helmet on hold on tight to her father driving the motorcycle.,77823,3022
410301,coco-30k,A bathroom with a blue toilet next to a sink,5441,3023
561903,coco-30k,A dog standing by a television in a room.,3579,3024
407915,coco-30k,A white sink and mirror in a room.,70534,3025
192403,coco-30k,"A very modern hotel bedroom holds a large, white bed. ",70675,3026
357992,coco-30k,"A wooden desk with several computers on the desk, including laptops and computer monitors.",94575,3027
24323,coco-30k,"A bathroom area with a  sink, cabinets and a tub.",68728,3028
581829,coco-30k,"A bowl of cereal with milk, bananas, raspberries and blueberries.",18920,3029
301376,coco-30k,A street area with a building and cars.,91797,3030
131273,coco-30k,A grey and white dog sitting in the passenger side of a car.,90323,3031
100896,coco-30k,Artistic black and white photo of man on a motorcycle.,87464,3032
532671,coco-30k,A blue motorcycle parked on street next to hill.,57899,3033
531086,coco-30k,"A kitchen area with a refrigerator, dishwasher and cabinets.",33388,3034
364079,coco-30k,Two people on a motorcycle driving up a street.,31871,3035
578454,coco-30k,A bathroom with tile and a shower is shown.,28501,3036
455229,coco-30k,A giraffe stands next to a pole in a habitat.,99123,3037
196280,coco-30k,A picture of a boy looking into a pot. ,70630,3038
117098,coco-30k,A red motorcycle on display at a show. ,2968,3039
454810,coco-30k,Cluttered sink and countertop in an institutional kitchen.,98493,3040
580704,coco-30k,A group of people on motorbikes ride on a path.,43538,3041
312278,coco-30k,Suitcases on top of a carrier onto of a vehicle.,18276,3042
478009,coco-30k,"A bathroom with a toilet, tub, mirror and shower curtain. ",38826,3043
551650,coco-30k,A plane travels through the clouds in the sky.,74036,3044
404128,coco-30k,A propellor airplane is on a grassy runway.,61986,3045
135673,coco-30k,Two planes are close together in the sky.,57189,3046
232905,coco-30k,The tower of the building has a clock displayed. ,95606,3047
590,coco-30k,A sink is shown with a mirror and lights.,33541,3048
480605,coco-30k,An airplane flies up into the sky with the wheel out.,96556,3049
190447,coco-30k,A bike is shown attached to a rack.,55934,3050
105757,coco-30k,Bathroom sink has a long counter space and 3 piece mirror.,21407,3051
132644,coco-30k,A cook in a restaurant kitchen putting chopped vegetables in a bow.,25317,3052
397523,coco-30k,A stationary train with the door wide open.,3889,3053
254732,coco-30k,Four black jets are flying above in the middle of the blue sky.,86168,3054
483182,coco-30k,Multiple jet airliners in runway next to an airport at night.,28095,3055
263474,coco-30k,"A bathroom area with a toilet, trashcan and dresser.",12754,3056
562645,coco-30k,A pair of dogs sit on a bathroom rug.,18579,3057
353409,coco-30k,A group of people on motorbikes ride on the road.,85379,3058
14352,coco-30k,A modern bathroom design with a skylight above the toilet.,68977,3059
398992,coco-30k,A girl in white shirt painting a black umbrella.,8644,3060
290070,coco-30k,Motorcycle on platform to be worked on in garage,39222,3061
511892,coco-30k,"A kitchen area with oven, pots and various cabinets.",45999,3062
384213,coco-30k,A kitchen is shown with a variety of items on the counters.,51944,3063
408696,coco-30k,A man sitting on a toilet that isn't connected to anything. ,70717,3064
28903,coco-30k,A cat is sitting on a white toilet.,73568,3065
418757,coco-30k,A building with a clock on the front and other buildings in front of it.,71161,3066
484415,coco-30k,A hand is reaching out to the top if a toilet. ,58409,3067
85803,coco-30k,A simple but fully stocked and well designed kitchen,20441,3068
167588,coco-30k,A large navy propeller plane is boarded on the tarmac,8097,3069
545101,coco-30k,A kitchen that is ready to have appliances put into it.,57708,3070
572604,coco-30k,Red brick building with fire hydrant and car with cloudy sky,90617,3071
560312,coco-30k,A run down waiting room at a transit station.,6646,3072
26183,coco-30k,An ornate set of towers n an old church.,11741,3073
576704,coco-30k,A chef chops up ingredients in a pot of stew.,45636,3074
16523,coco-30k,"Doorway view into a bathroom with a sink, toilet and mirror.",470,3075
227478,coco-30k,"two women sitting on a park bench, one looking over her shoulder",10483,3076
191990,coco-30k,2 motorcycles stand next to each other on the street.,58515,3077
369386,coco-30k,A red and green walled bathroom with a toilet.,69539,3078
248919,coco-30k,Lots of fruit sits on bowls on the counter of this kitchen. ,35566,3079
182755,coco-30k,There are three monitors and a laptop on the desk.,65322,3080
400853,coco-30k,Two people are riding a small motorcycle off-road.,11375,3081
146767,coco-30k,A cat laying next to a stainless steel bowl.,52841,3082
254571,coco-30k,Motorcycle parked on the curb of an empty road.,80303,3083
174390,coco-30k,A police man on a motorcycle drives down the road.,17741,3084
83045,coco-30k,A bicycle leaning against the hull of a boat,90660,3085
173968,coco-30k,a ath room with a toilet a bath tub and a sink,73794,3086
89032,coco-30k,A man with an umbrella is standing in front of a shop.,72260,3087
254814,coco-30k,A busy city intersection clogged with bike traffic ,84768,3088
332877,coco-30k,A group of motorcyclers riding down a street with traffic,44753,3089
30254,coco-30k,A bathroom with a white toilet sitting next to a white ball.,18921,3090
256713,coco-30k,"Bathroom with tub, toilet, sink, mirror and window.",42284,3091
